vote_id,movie_id,vote_average,vote_count
3483,39391,6.5,20
3484,18644,6.5,19
3485,31516,6.9,50
3486,45827,6.9,5
3487,5683,6.6,239
3488,113279,8.0,2
3489,2094,5.8,11
3490,14906,5.8,57
3491,16176,6.8,16
3492,52770,6.4,13
3493,12518,5.5,85
3494,10567,6.2,563
3495,10642,5.0,122
3496,9285,5.9,550
3497,10569,6.4,155
3498,21879,6.4,18
3499,98502,3.4,5
3500,21484,6.9,153
3501,24918,6.7,29
3502,955,5.9,1966
3503,8584,6.2,756
3504,47295,4.0,2
3505,11332,6.3,14
3506,16093,6.7,94
3507,29372,6.1,7
3508,962,7.7,308
3509,5483,6.2,23
3510,21060,6.3,5
3511,30588,7.9,74
3512,668,6.5,464
3513,23518,6.9,48
3514,691,6.6,515
3515,31353,4.5,3
3516,44018,7.2,28
3517,698,5.9,551
3518,682,6.4,533
3519,28973,7.1,38
3520,28974,7.1,17
3521,40685,4.4,5
3522,22994,6.4,14
3523,40639,5.7,11
3524,499,7.7,58
3525,9600,5.6,514
3526,120077,3.0,3
3527,38006,6.4,23
3528,2768,5.9,137
3529,42002,6.6,29
3530,40365,6.0,15
3531,24920,5.9,86
3532,21,7.8,23
3533,10911,7.3,191
3534,10102,6.9,72
3535,30308,6.0,19
3536,38688,6.5,19
3537,26912,6.2,57
3538,26278,6.2,32
3539,26953,5.5,68
3540,26954,5.8,32
3541,26956,6.0,32
3542,26957,4.9,23
3543,26958,4.2,19
3544,26959,3.6,20
3545,26960,2.5,12
3546,80287,4.6,9
3547,6003,7.3,145
3548,23939,6.0,51
3549,46614,4.8,8
3550,11072,7.2,619
3551,23069,6.1,35
3552,21299,6.4,23
3553,38802,5.6,7
3554,13368,6.9,111
3555,985,7.5,500
3556,14002,8.0,156
3557,541,6.9,51
3558,21137,7.5,27
3559,36724,6.8,20
3560,938,7.8,988
3561,10648,7.1,251
3562,11368,7.3,308
3563,10875,6.5,79
3564,2075,6.5,82
3565,1551,6.3,413
3566,22500,7.4,25
3567,10246,6.1,185
3568,19698,5.2,61
3569,23919,5.0,48
3570,18835,5.0,29
3571,26554,5.7,43
3572,15239,6.3,116
3573,28165,5.3,39
3574,28169,5.0,28
3575,15762,6.6,113
3576,169,6.0,743
3577,865,6.4,713
3578,9663,6.6,219
3579,26889,6.6,26
3580,10128,5.9,81
3581,9659,6.6,1235
3582,8810,7.3,981
3583,9355,5.9,765
3584,1727,5.9,209
3585,635,7.0,326
3586,10068,5.8,183
3587,11495,5.9,174
3588,11428,4.8,97
3589,10117,4.9,51
3590,35936,5.6,7
3591,25562,6.0,61
3592,51763,6.4,14
3593,73079,4.4,11
3594,38921,5.0,16
3595,35463,5.3,15
3596,9679,6.1,1511
3597,24587,6.4,15
3598,51333,5.4,14
3599,17771,6.1,28
3600,31610,4.0,1
3601,60005,5.2,3
3602,10264,6.7,95
3603,31657,6.9,38
3604,29204,7.2,21
3605,17814,7.1,223
3606,11879,6.8,149
3607,21128,6.7,28
3608,482,6.5,68
3609,592,7.5,377
3610,31593,6.3,32
3611,12611,6.2,73
3612,14328,6.7,26
3613,32047,7.3,40
3614,9040,7.5,429
3615,25364,7.9,128
3616,43002,7.5,25
3617,5121,6.4,70
3618,195,7.3,48
3619,6978,7.1,727
3620,3133,7.5,301
3621,643,7.6,201
3622,10571,5.4,107
3623,479,5.5,316
3624,7450,6.3,320
3625,31023,7.2,44
3626,25636,6.7,22
3627,41160,5.8,6
3628,47439,7.3,11
3629,207731,2.0,1
3630,7443,6.5,1190
3631,2123,6.1,956
3632,2024,6.8,1130
3633,17711,3.9,89
3634,2133,6.2,609
3635,29946,6.5,21
3636,25993,5.9,25
3637,28774,5.0,44
3638,46929,6.2,64
3639,11598,6.4,67
3640,9702,7.7,116
3641,117026,5.5,2
3642,9873,6.4,91
3643,16820,5.8,38
3644,14864,6.4,48
3645,15379,5.2,107
3646,12764,5.0,65
3647,27352,4.8,55
3648,8348,6.6,113
3649,24099,6.0,72
3650,17897,6.4,54
3651,28050,7.0,19
3652,16094,6.1,52
3653,16096,4.7,22
3654,20343,5.2,33
3655,13757,6.3,42
3656,11822,5.4,51
3657,90980,6.0,1
3658,26270,2.5,4
3659,37744,5.1,15
3660,494,5.4,6
3661,493,6.1,7
3662,12706,6.7,80
3663,4244,6.0,242
3664,4247,6.0,1468
3665,20770,6.5,101
3666,1050,6.8,20
3667,1052,7.3,227
3668,20540,7.3,31
3669,23655,5.6,6
3670,1788,6.4,525
3671,32275,6.2,38
3672,36657,6.8,4172
3673,44490,5.7,17
3674,47585,6.6,8
3675,1448,5.8,28
3676,36047,4.7,15
3677,2655,6.3,504
3678,12599,6.4,201
3679,33828,6.6,28
3680,93,7.7,207
3681,9278,5.0,91
3682,90715,5.6,9
3683,59181,5.1,9
3684,22167,6.5,17
3685,18118,6.4,44
3686,11940,6.3,39
3687,24167,7.6,63
3688,10276,6.7,265
3689,19380,5.5,30
3690,13783,7.2,37
3691,11624,6.6,218
3692,15867,6.7,92
3693,11686,7.5,176
3694,29263,7.3,24
3695,46754,5.0,1
3696,18702,7.3,3
3697,11830,7.9,57
3698,16110,4.8,10
3699,12107,4.7,338
3700,10401,7.1,34
3701,32640,6.9,8
3702,10641,5.7,144
3703,6282,5.8,590
3704,9383,5.6,645
3705,5551,6.3,407
3706,277726,1.0,1
3707,43079,4.6,7
3708,27723,6.0,26
3709,2360,6.3,115
3710,28043,6.9,72
3711,33468,4.4,34
3712,21866,5.2,51
3713,33408,5.5,65
3714,11589,7.2,191
3715,15158,6.3,97
3716,16139,5.6,56
3717,16146,4.9,48
3718,26515,5.9,108
3719,11856,5.3,146
3720,13567,6.1,124
3721,10860,7.1,146
3722,8420,6.2,43
3723,18391,6.6,34
3724,20850,5.1,48
3725,39473,5.2,12
3726,27452,6.6,46
3727,77571,5.2,5
3728,38548,8.7,3
3729,20438,5.9,27
3730,274868,1.0,1
3731,2211,6.3,20
3732,46991,6.5,11
3733,201581,0.0,0
3734,10391,4.9,72
3735,14195,6.2,51
3736,15665,7.0,1
3737,45905,5.5,2
3738,10393,6.2,207
3739,18168,5.4,37
3740,8843,6.0,442
3741,10643,5.9,44
3742,23618,6.5,16
3743,117262,6.0,1
3744,30946,5.3,4
3745,37136,7.1,1020
3746,37137,6.6,556
3747,23283,4.6,8
3748,3110,7.3,143
3749,14698,7.0,47
3750,11694,6.5,57
3751,47434,5.6,8
3752,39891,6.7,50
3753,76891,6.7,9
3754,9651,4.7,108
3755,26865,5.8,24
3756,11398,5.6,136
3757,161687,0.0,0
3758,26244,6.0,3
3759,1588,5.8,574
3760,287821,0.0,0
3761,19150,6.4,11
3762,25128,5.7,21
3763,18153,6.2,11
3764,30910,0.0,0
3765,41282,6.5,21
3766,12211,4.4,107
3767,137236,7.5,2
3768,9995,5.0,5
3769,1698,6.1,61
3770,10480,5.9,113
3771,80713,6.7,10
3772,10685,5.0,112
3773,1619,6.4,106
3774,786,7.4,807
3775,14805,6.1,48
3776,51179,4.3,4
3777,46119,6.1,14
3778,18074,5.5,34
3779,170767,5.5,8
3780,77332,5.2,10
3781,27665,5.0,2
3782,29015,5.5,11
3783,10562,6.4,104
3784,201724,5.2,6
3785,12212,4.4,102
3786,14629,5.5,48
3787,16,7.7,392
3788,13785,6.7,168
3789,34299,5.8,13
3790,15752,1.0,1
3791,22597,6.3,26
3792,19348,6.4,57
3793,10637,7.4,835
3794,9003,6.9,464
3795,9064,6.3,227
3796,11569,5.3,160
3797,10434,6.4,33
3798,26484,6.8,14
3799,39113,6.7,10
3800,38126,5.7,33
3801,53617,6.3,7
3802,469,7.4,112
3803,2160,5.4,35
3804,2161,6.7,108
3805,3073,7.4,80
3806,911,6.8,28
3807,10973,6.7,152
3808,34077,4.2,12
3809,10787,7.3,151
3810,43109,4.3,18
3811,43230,5.8,8
3812,15855,5.6,30
3813,9507,5.0,42
3814,27475,5.7,61
3815,27764,5.0,30
3816,27767,5.4,20
3817,40760,4.7,22
3818,40446,5.0,12
3819,24664,6.3,24
3820,21370,5.7,7
3821,20455,6.2,76
3822,10461,4.8,147
3823,1485,6.9,122
3824,1597,6.6,1743
3825,641,7.9,2525
3826,10687,6.7,155
3827,63956,7.0,5
3828,6521,6.7,61
3829,10763,4.6,70
3830,100975,5.8,5
3831,16888,5.7,35
3832,10383,4.5,38
3833,21142,6.5,18
3834,78140,6.4,5
3835,2134,7.5,217
3836,18801,6.4,43
3837,18498,4.2,58
3838,28605,4.4,34
3839,42797,5.7,13
3840,13465,6.4,91
3841,27033,6.9,24
3842,20367,7.3,64
3843,71,7.4,774
3844,1636,5.6,526
3845,10647,7.0,447
3846,19204,6.6,121
3847,13762,6.9,16
3848,12207,7.2,246
3849,11531,4.3,216
3850,24100,6.0,79
3851,10783,4.9,53
3852,47302,6.4,5
3853,4327,5.6,1253
3854,4958,6.4,259
3855,9678,5.2,447
3856,11978,7.0,556
3857,8870,5.4,271
3858,77434,6.4,7
3859,14295,6.8,89
3860,681,6.3,562
3861,11372,6.4,77
3862,8452,5.7,603
3863,10862,5.5,120
3864,8871,6.2,1440
3865,34045,7.3,14
3866,16340,6.0,101
3867,10481,5.1,327
3868,10867,6.9,301
3869,10876,6.8,129
3870,9741,6.9,1994
3871,79920,6.7,3
3872,146,7.2,949
3873,11849,3.9,159
3874,11983,6.1,211
3875,11678,5.9,287
3876,2669,6.5,109
3877,20721,6.0,44
3878,2609,7.1,567
3879,12714,5.5,51
3880,92603,6.4,9
3881,708,6.2,447
3882,1857,7.1,134
3883,10673,7.0,557
3884,2604,6.7,403
3885,10132,6.7,46
3886,11064,6.5,144
3887,107,7.7,2953
3888,40820,5.1,41
3889,37716,5.3,2
3890,392,6.8,979
3891,8859,5.3,523
3892,11688,7.2,1544
3893,12509,6.6,91
3894,3981,6.1,1021
3895,711,7.0,305
3896,2046,6.4,288
3897,5001,6.6,65
3898,8358,7.5,3304
3899,5994,6.5,530
3900,25520,6.4,25
3901,1493,6.1,987
3902,25660,6.8,15
3903,134,7.3,1144
3904,62677,5.6,9
3905,21991,6.5,55
3906,10577,4.6,150
3907,21355,5.8,61
3908,29122,6.0,1
3909,11973,6.9,192
3910,1900,6.9,573
3911,44853,5.6,17
3912,10873,6.6,149
3913,26719,7.0,83
3914,31583,5.7,21
3915,15739,6.2,203
3916,15413,5.8,108
3917,2623,6.8,219
3918,11209,6.5,63
3919,13715,6.7,67
3920,19108,4.7,20
3921,8043,6.7,35
3922,43258,6.1,22
3923,10655,6.6,91
3924,75490,3.7,3
3925,42261,5.5,7
3926,34794,5.5,5
3927,9989,5.8,156
3928,18828,5.5,24
3929,9816,6.3,359
3930,20637,6.8,27
3931,5955,6.6,221
3932,125498,4.3,3
3933,77825,7.5,2
3934,220976,0.0,0
3935,66599,5.4,16
3936,17474,7.1,56
3937,11191,6.0,127
3938,2613,5.4,31
3939,22021,7.2,58
3940,22048,6.4,51
3941,17006,6.2,62
3942,26333,6.5,49
3943,16723,5.7,60
3944,2018,5.4,433
3945,31768,6.9,7
3946,287991,0.0,0
3947,47595,6.4,7
3948,18856,5.1,14
3949,10499,5.4,6
3950,37949,6.3,7
3951,83500,7.0,1
3952,47943,6.7,47
3953,74340,6.3,5
3954,5709,6.0,37
3955,11215,6.0,70
3956,26477,5.9,15
3957,10937,7.3,80
3958,4639,6.3,26
3959,96,6.1,627
3960,90,6.8,985
3961,11028,6.2,52
3962,57240,7.0,3
3963,67307,5.9,9
3964,19324,5.9,32
3965,19933,6.8,94
3966,12919,6.7,167
3967,15785,6.0,67
3968,31701,6.6,18
3969,31563,6.2,17
3970,12506,7.0,52
3971,89992,3.0,1
3972,70199,6.4,20
3973,39507,6.5,34
3974,62185,5.0,2
3975,24826,4.4,12
3976,30994,5.9,6
3977,17159,7.4,106
3978,10110,7.3,491
3979,18935,5.5,40
3980,764,7.3,913
3981,20287,5.7,20
3982,26964,5.7,6
3983,71881,5.5,15
3984,15658,6.4,60
3985,4918,6.1,49
3986,28368,5.5,25
3987,58084,6.0,5
3988,52780,6.2,9
3989,48149,5.8,5
3990,26156,5.2,14
3991,34101,5.7,20
3992,32054,6.5,44
3993,14464,6.1,21
3994,65501,5.5,11
3995,32227,7.0,2
3996,2614,6.6,336
3997,40962,6.4,30
3998,12704,4.3,29
3999,580,3.5,227
4000,24828,2.7,27
4001,13703,6.1,77
4002,36914,5.3,39
4003,1547,6.8,545
4004,42010,6.6,16
4005,2608,5.2,17
4006,32058,3.8,8
4007,10019,5.5,130
4008,11649,5.1,196
4009,84499,4.5,1
4010,13509,6.8,146
4011,63639,5.9,10
4012,30175,4.9,8
4013,51521,5.9,5
4014,34379,6.1,28
4015,22915,5.2,13
4016,24940,5.3,73
4017,37302,4.0,41
4018,10984,5.0,114
4019,843,7.8,379
4020,121091,6.0,1
4021,318,5.9,76
4022,12806,5.9,24
4023,9740,6.4,1296
4024,10878,5.4,155
4025,47588,5.0,1
4026,10697,6.6,48
4027,7093,6.0,32
4028,16300,4.9,98
4029,19405,6.6,68
4030,1921,6.4,292
4031,44412,5.3,9
4032,21620,6.0,9
4033,23685,4.2,79
4034,12138,5.8,181
4035,48217,6.7,11
4036,6073,5.8,453
4037,39180,4.8,44
4038,35569,3.2,3
4039,25208,6.0,27
4040,82103,6.5,14
4041,19513,6.3,16
4042,2749,5.7,194
4043,10050,5.5,76
4044,17203,5.8,39
4045,168485,0.0,0
4046,95682,2.5,2
4047,54968,10.0,1
4048,49929,0.0,0
4049,2302,6.0,19
4050,32686,6.3,7
4051,13889,7.4,21
4052,6028,6.0,43
4053,51802,7.3,19
4054,42148,8.4,24
4055,29492,6.4,10
4056,25447,5.4,17
4057,28410,5.9,24
4058,38545,7.4,18
4059,19490,6.9,49
4060,31151,7.8,11
4061,1888,7.0,46
4062,38805,6.7,29
4063,16618,6.7,18
4064,2428,6.5,41
4065,22013,7.3,41
4066,15598,6.5,65
4067,43332,6.4,12
4068,62127,6.6,8
4069,56137,6.7,23
4070,17965,6.9,79
4071,29067,6.5,16
4072,33250,6.1,13
4073,14460,5.9,42
4074,17466,5.4,117
4075,9594,5.3,219
4076,35976,5.7,15
4077,4986,6.2,6
4078,2453,6.1,86
4079,33676,4.5,31
4080,4587,6.5,124
4081,31004,5.8,25
4082,125099,5.0,1
4083,27859,5.2,20
4084,11454,6.8,340
4085,38718,6.6,59
4086,4192,6.7,121
4087,11607,5.0,56
4088,14052,6.6,204
4089,16889,5.5,71
4090,39934,7.2,16
4091,26580,6.7,12
4092,21309,6.7,59
4093,16263,6.5,40
4094,4985,6.4,71
4095,20704,5.5,28
4096,23730,5.3,62
4097,853,7.2,1023
4098,10877,5.3,111
4099,5257,6.6,62
4100,77,8.1,4168
4101,20322,6.8,11
4102,10833,5.8,256
4103,20309,4.8,47
4104,125093,0.0,0
4105,12658,6.0,119
4106,10054,5.5,893
4107,10646,4.9,75
4108,2575,6.2,97
4109,55,7.6,537
4110,65075,8.0,3
4111,44379,7.0,19
4112,2043,6.1,408
4113,4133,7.4,1352
4114,56715,4.9,173
4115,10991,6.0,143
4116,15940,5.9,25
4117,26791,7.3,4
4118,44069,4.1,6
4119,68894,6.0,1
4120,634,6.6,1397
4121,10956,5.5,247
4122,19366,5.2,73
4123,136558,8.0,1
4124,28308,4.9,35
4125,9519,6.7,111
4126,13898,6.6,17
4127,196280,5.5,2
4128,9290,4.7,149
4129,13166,4.5,117
4130,32590,4.4,14
4131,109472,0.0,0
4132,153141,0.0,0
4133,52654,6.6,15
4134,70282,0.0,0
4135,47643,7.3,14
4136,111,8.0,3017
4137,32488,7.5,39
4138,10477,4.5,180
4139,12484,4.9,47
4140,2144,5.7,92
4141,24113,4.1,18
4142,118052,6.0,3
4143,1734,6.0,2258
4144,38047,6.6,19
4145,8076,5.8,9
4146,4973,6.4,31
4147,8095,6.7,148
4148,849,5.8,130
4149,27223,7.3,29
4150,2981,6.6,27
4151,39266,6.9,62
4152,31863,6.3,25
4153,11307,6.9,87
4154,46498,5.3,12
4155,11163,7.0,64
4156,11035,6.6,45
4157,18691,5.9,9
4158,3784,6.6,115
4159,78133,7.0,14
4160,22829,6.3,44
4161,35717,6.0,14
4162,11936,6.8,28
4163,25221,6.5,20
4164,19494,6.7,102
4165,40842,6.9,31
4166,19357,6.5,44
4167,33743,6.7,12
4168,32924,5.8,16
4169,9062,6.6,123
4170,11174,6.9,32
4171,934,7.7,90
4172,9476,6.6,933
4173,37691,6.3,14
4174,115810,6.0,6
4175,10613,5.8,9
4176,19094,5.8,14
4177,14268,6.3,7
4178,5852,5.5,91
4179,808,7.3,4183
4180,49453,5.8,8
4181,824,7.4,1348
4182,37558,5.4,4
4183,676,6.6,1833
4184,88727,9.0,2
4185,26813,6.9,18
4186,29572,5.8,57
4187,48109,6.4,7
4188,291675,0.0,0
4189,50541,6.3,15
4190,26255,5.4,67
4191,22414,6.3,53
4192,43329,5.8,23
4193,42233,5.7,20
4194,1406,6.2,232
4195,13554,7.5,63
4196,17664,6.8,40
4197,66035,6.0,9
4198,41050,7.7,72
4199,1632,7.4,336
4200,966,7.4,472
4201,12639,5.3,35
4202,301,7.6,265
4203,31527,6.7,23
4204,4988,5.6,11
4205,12623,6.4,45
4206,11896,6.0,147
4207,25538,7.7,98
4208,17971,5.4,14
4209,6498,7.1,51
4210,5923,7.2,59
4211,15497,7.0,31
4212,21876,6.7,57
4213,11090,4.6,310
4214,14034,5.1,67
4215,21056,6.1,13
4216,9397,5.7,650
4217,9705,6.1,946
4218,26475,6.4,27
4219,56934,0.0,0
4220,29937,7.6,11
4221,49922,6.6,8
4222,10364,6.7,73
4223,32458,6.9,31
4224,1089,6.9,861
4225,38043,5.9,14
4226,9967,6.2,54
4227,17494,5.8,63
4228,17465,5.8,50
4229,759,7.1,169
4230,10297,6.9,117
4231,29393,6.1,7
4232,10653,7.0,184
4233,21468,6.7,28
4234,9576,6.9,429
4235,22323,5.9,14
4236,31935,6.4,20
4237,126881,7.0,1
4238,52616,5.3,6
4239,10865,6.7,1257
4240,1995,5.7,2235
4241,10808,4.9,422
4242,9799,6.6,3485
4243,644,6.8,2011
4244,16161,7.3,57
4245,10691,6.6,98
4246,10615,5.4,43
4247,47596,5.0,1
4248,21488,5.1,7
4249,59733,7.0,1
4250,271462,0.0,0
4251,11826,7.0,219
4252,24470,5.0,2
4253,9301,7.1,33
4254,11444,6.2,111
4255,15564,6.5,1
4256,60670,6.8,366
4257,55551,5.5,8
4258,40880,4.5,2
4259,10992,5.0,363
4260,2140,6.4,304
4261,4248,5.4,1019
4262,17612,6.8,132
4263,3134,4.2,75
4264,34899,6.7,17
4265,8217,6.3,57
4266,22478,6.8,51
4267,26483,7.0,12
4268,24382,8.1,107
4269,11286,6.2,161
4270,11950,5.4,86
4271,12236,4.1,20
4272,36245,7.2,33
4273,43342,5.7,10
4274,15875,6.0,31
4275,26573,6.1,20
4276,23439,6.5,71
4277,10728,7.8,66
4278,5991,7.7,63
4279,11697,7.4,272
4280,6106,7.0,73
4281,22477,6.3,40
4282,19200,7.0,80
4283,11300,6.5,68
4284,16211,7.0,60
4285,28650,3.9,17
4286,42780,3.3,9
4287,32569,6.4,46
4288,20075,6.6,38
4289,28430,7.3,28
4290,28794,5.8,71
4291,20197,6.1,25
4292,43316,7.4,66
4293,34689,6.7,36
4294,25690,5.2,13
4295,10238,7.8,118
4296,18929,5.5,12
4297,4789,6.6,32
4298,32595,4.1,30
4299,18030,7.1,81
4300,18988,7.6,89
4301,11536,6.8,76
4302,10339,6.9,90
4303,39875,5.7,28
4304,50031,6.5,4
4305,976,7.5,108
4306,69605,6.9,42
4307,65632,6.0,20
4308,29471,6.2,15
4309,4780,6.5,50
4310,11906,7.5,396
4311,11713,7.4,164
4312,9589,7.3,268
4313,12481,7.3,148
4314,13333,6.3,121
4315,13938,6.4,71
4316,10540,6.2,153
4317,9462,7.4,235
4318,82623,4.5,3
4319,2114,5.9,441
4320,8835,6.2,908
4321,11371,6.7,436
4322,78248,7.5,2
4323,9517,6.7,125
4324,25985,6.9,7
4325,15745,6.3,55
4326,24977,7.5,10
4327,36107,7.9,45
4328,113271,6.0,1
4329,58904,5.0,2
4330,103489,0.0,0
4331,13794,5.9,9
4332,13795,5.3,3
4333,103488,8.0,1
4334,73482,0.0,0
4335,38965,5.7,27
4336,47817,5.5,21
4337,31052,5.9,55
4338,10868,6.8,130
4339,9395,5.9,140
4340,14506,6.9,185
4341,5333,6.9,12
4342,4281,6.2,15
4343,2,7.1,44
4344,26044,4.5,43
4345,59797,5.3,31
4346,14911,5.9,42
4347,15592,6.5,65
4348,15267,6.7,53
4349,12710,5.8,62
4350,30502,5.1,30
4351,19382,6.4,72
4352,24679,6.6,49
4353,9599,6.3,187
4354,94440,5.3,12
4355,17170,4.7,29
4356,18509,3.9,59
4357,110428,7.0,20
4358,34604,4.3,18
4359,14441,6.3,16
4360,7520,5.7,330
4361,10126,6.6,100
4362,9602,6.5,944
4363,23752,5.3,28
4364,41952,5.5,20
4365,3980,5.9,221
4366,10127,5.0,91
4367,12702,4.5,70
4368,27397,5.8,11
4369,9748,5.9,37
4370,40095,5.8,41
4371,10651,6.3,227
4372,10141,7.0,223
4373,27362,7.0,32
4374,5680,6.1,88
4375,26386,4.9,47
4376,34053,4.6,10
4377,25884,5.7,10
4378,26355,6.1,24
4379,10675,6.6,232
4380,38982,4.6,8
4381,10130,6.7,136
4382,2617,6.4,155
4383,38615,5.7,5
4384,21362,5.6,57
4385,30690,5.1,17
4386,75889,5.4,8
4387,38500,3.3,21
4388,26723,7.3,25
4389,20443,4.3,25
4390,49365,6.3,25
4391,11347,5.8,59
4392,12144,7.0,660
4393,13704,6.1,100
4394,12505,5.9,31
4395,41963,5.2,14
4396,13482,6.7,24
4397,34014,6.0,17
4398,29739,5.6,29
4399,12120,5.3,132
4400,47818,4.9,16
4401,38617,5.6,16
4402,3543,7.0,76
4403,51321,5.7,9
4404,9604,5.8,360
4405,24929,5.8,95
4406,10925,7.3,270
4407,13965,6.0,10
4408,24266,6.9,38
4409,58434,6.2,7
4410,18197,7.4,59
4411,70842,5.7,10
4412,38909,4.8,8
4413,17126,4.5,17
4414,11503,6.2,120
4415,38558,6.2,17
4416,9717,6.7,45
4417,11966,5.5,168
4418,2605,6.4,535
4419,8740,7.4,124
4420,25497,5.9,12
4421,38560,5.6,15
4422,50203,5.5,1
4423,26798,5.7,19
4424,91445,5.8,5
4425,41428,6.7,110
4426,8337,7.1,562
4427,47493,6.7,3
4428,8463,7.0,25
4429,41974,6.2,6
4430,28176,6.5,71
4431,9493,5.7,566
4432,26603,5.6,48
4433,33172,5.1,25
4434,29095,5.7,71
4435,12582,6.3,59
4436,10001,4.5,46
4437,11352,6.0,136
4438,12500,5.5,71
4439,25678,4.9,49
4440,25682,4.1,33
4441,32049,6.1,30
4442,45225,5.9,24
4443,1648,6.7,464
4444,4105,6.2,250
4445,22711,5.9,14
4446,19124,6.2,88
4447,69828,5.3,3
4448,53150,3.5,25
4449,10142,6.8,203
4450,3064,6.5,66
4451,86093,5.0,1
4452,10134,4.9,154
4453,21291,5.6,20
4454,4925,5.4,16
4455,30352,4.7,10
4456,15142,5.8,26
4457,14550,6.0,60
4458,32075,6.5,23
4459,2210,5.5,110
4460,25005,6.4,14
4461,21721,6.6,32
4462,116014,5.7,11
4463,11828,6.0,72
4464,55699,4.3,11
4465,10551,5.4,45
4466,20713,5.9,23
4467,27461,6.5,28
4468,41969,4.7,3
4469,1380,5.4,31
4470,19157,2.5,44
4471,11465,6.0,79
4472,17190,5.9,23
4473,55059,5.2,13
4474,9085,5.7,85
4475,17819,5.0,37
4476,46786,5.6,11
4477,14776,6.4,29
4478,59585,5.8,5
4479,32855,5.3,13
4480,29185,6.4,28
4481,39787,6.1,28
4482,32059,5.1,41
4483,505,6.1,49
4484,4486,6.8,21
4485,10345,5.5,209
4486,10222,6.3,257
4487,12774,6.1,28
4488,14621,6.7,76
4489,19118,7.1,28
4490,14372,6.0,125
4491,15138,5.6,53
4492,9972,6.2,208
4493,9494,5.8,546
4494,17362,5.5,31
4495,9942,6.7,222
4496,8216,6.4,68
4497,4296,5.0,45
4498,24739,7.2,50
4499,39197,5.0,8
4500,9686,6.2,65
4501,27418,5.0,53
4502,39002,5.6,20
4503,43345,5.7,7
4504,31606,5.6,45
4505,27607,6.1,40
4506,37146,5.9,8
4507,20006,5.3,49
4508,8867,5.5,109
4509,12663,4.9,50
4510,331,5.7,2109
4511,11467,5.5,260
4512,327,6.8,107
4513,1548,7.1,433
4514,13403,7.4,81
4515,869,5.6,1270
4516,552,7.0,35
4517,36095,7.4,63
4518,33379,6.6,15
4519,196859,6.0,1
4520,47574,4.8,7
4521,2171,6.4,271
4522,87462,6.0,5
4523,20307,5.2,19
4524,19142,4.6,35
4525,41946,6.2,17
4526,10135,6.3,259
4527,32767,6.7,3
4528,56162,6.5,4
4529,24254,4.1,10
4530,19236,7.1,73
4531,32261,5.8,26
4532,60276,4.7,3
4533,12150,6.7,144
4534,11185,6.4,220
4535,47045,4.7,24
4536,18683,6.5,21
4537,12521,5.5,89
4538,12478,5.8,21
4539,49788,4.8,6
4540,31083,4.9,14
4541,30666,5.8,22
4542,25155,6.6,76
4543,65015,4.9,15
4544,24077,5.7,23
4545,9618,6.1,468
4546,16560,6.0,7
4547,31608,6.0,49
4548,22102,5.6,57
4549,6951,5.9,335
4550,11959,6.7,90
4551,2616,6.6,338
4552,7091,6.0,75
4553,249,6.7,288
4554,11342,5.8,98
4555,183,6.1,83
4556,32330,6.0,11
4557,24126,5.2,39
4558,8494,4.9,74
4559,26535,6.7,34
4560,41784,7.5,18
4561,27431,6.9,52
4562,2148,6.5,71
4563,42033,2.8,10
4564,11308,5.8,26
4565,23239,4.7,3
4566,53119,6.9,10
4567,31941,6.8,12
4568,19317,5.4,15
4569,27813,6.2,75
4570,57745,6.8,7
4571,2057,5.8,200
4572,9880,6.5,1063
4573,5175,6.4,1078
4574,21596,6.0,2
4575,41951,6.5,12
4576,11385,6.2,50
4577,4484,6.9,57
4578,11684,5.7,17
4579,44414,6.2,5
4580,44258,5.9,7
4581,20391,6.3,65
4582,12584,7.3,85
4583,70042,5.2,3
4584,1627,7.3,65
4585,11542,6.7,169
4586,17169,6.1,95
4587,39176,5.8,19
4588,33214,6.6,32
4589,19267,5.9,27
4590,2770,6.0,1375
4591,12610,6.0,237
4592,1933,7.4,1708
4593,13496,5.7,56
4594,21055,5.6,23
4595,24936,6.0,35
4596,80070,7.4,13
4597,10972,6.2,255
4598,207541,0.0,0
4599,1722,5.6,146
4600,9896,6.0,531
4601,26665,7.0,6
4602,125707,5.0,1
4603,9683,5.1,165
4604,2779,6.5,167
4605,2294,6.4,491
4606,10016,4.8,299
4607,26602,4.8,63
4608,37920,6.0,14
4609,22230,7.1,41
4610,206412,4.0,1
4611,13966,5.6,20
4612,742,6.8,71
4613,248757,5.0,1
4614,15104,5.8,14
4615,8922,6.1,731
4616,11065,5.8,75
4617,21118,5.0,23
4618,46727,5.2,7
4619,16314,5.5,102
4620,18885,4.6,50
4621,40508,4.2,32
4622,5922,6.2,26
4623,27346,6.1,77
4624,34223,5.9,39
4625,16307,7.1,313
4626,27681,6.2,42
4627,11370,5.2,56
4628,12508,6.0,194
4629,14033,4.4,49
4630,25462,6.6,17
4631,223346,3.0,1
4632,34714,6.7,7
4633,47161,4.3,3
4634,106230,5.2,6
4635,35176,6.0,8
4636,18734,6.7,31
4637,44321,6.5,16
4638,26661,6.4,25
4639,5998,7.6,35
4640,58062,7.8,6
4641,2176,5.4,203
4642,20857,6.3,126
4643,22617,7.1,19
4644,75386,7.0,2
4645,2185,6.3,82
4646,10696,3.4,38
4647,2034,7.3,1665
4648,21538,6.5,12
4649,51722,7.2,15
